,experiment,sample_name,Pairs,Merged,Too short,No alignment found,Too many diffs,Overlap too short,Exp.errs. too high,Min Q too low,Ratio Pairs,Ratio Merged,Ratio Too short,Ratio No alignment found,Ratio Too many diffs,Ratio Overlap too short,Ratio Exp.errs. too high,Ratio Min Q too low
121,BY4741_FKS1-HS2_single_ortho_anidulafungin,output3anidulafungin1,316320,295598,0,590,0,0,2962,17170,1.0,0.9344903894790086,0.0,0.0018651997976732422,0.0,0.0,0.00936393525543753,0.054280475467880625
122,BY4741_FKS1-HS2_single_ortho_anidulafungin,output3anidulafungin2,285610,263753,0,610,0,0,3101,18146,1.0,0.9234725674871328,0.0,0.0021357795595392318,0.0,0.0,0.010857462973985505,0.06353418997934246
123,BY4741_FKS1-HS2_single_ortho_anidulafungin,output3anidulafungin3,211950,196813,0,400,0,0,2210,12527,1.0,0.9285822127860345,0.0,0.001887237556027365,0.0,0.0,0.01042698749705119,0.059103562160887003
124,BY4741_FKS1-HS2_single_ortho_caspofungin,input1,299563,281639,0,387,0,0,2040,15497,1.0,0.9401661753954927,0.0,0.0012918818412153703,0.0,0.0,0.006809919783150789,0.051732022980141075
125,BY4741_FKS1-HS2_single_ortho_caspofungin,input2,240077,226059,0,363,3,0,1859,11793,1.0,0.9416103999966677,0.0,0.0015120148952211165,1.2495990869596004e-05,0.0,0.007743349008859658,0.04912174010838189
126,BY4741_FKS1-HS2_single_ortho_caspofungin,input3,231838,218453,0,324,0,0,1659,11402,1.0,0.9422657200286407,0.0,0.0013975275839163553,0.0,0.0,0.007155858832460597,0.049180893554982355
127,BY4741_FKS1-HS2_single_ortho_caspofungin,output1caspofungin1,291861,272350,0,339,0,0,2270,16902,1.0,0.9331496842675109,0.0,0.0011615118155560353,0.0,0.0,0.007777674989121534,0.05791112892781153
128,BY4741_FKS1-HS2_single_ortho_caspofungin,output1caspofungin2,207555,194168,0,260,0,0,1520,11607,1.0,0.9355014333550143,0.0,0.0012526800125268,0.0,0.0,0.007323360073233601,0.055922526559225263
129,BY4741_FKS1-HS2_single_ortho_caspofungin,output1caspofungin3,255253,238877,0,311,0,0,1905,14160,1.0,0.9358440449279735,0.0,0.001218399000207637,0.0,0.0,0.007463183586480864,0.055474372485338076
130,BY4741_FKS1-HS2_single_ortho_caspofungin,output2caspofungin1,291861,272350,0,339,0,0,2270,16902,1.0,0.9331496842675109,0.0,0.0011615118155560353,0.0,0.0,0.007777674989121534,0.05791112892781153
131,BY4741_FKS1-HS2_single_ortho_caspofungin,output2caspofungin2,207555,194168,0,260,0,0,1520,11607,1.0,0.9355014333550143,0.0,0.0012526800125268,0.0,0.0,0.007323360073233601,0.055922526559225263
132,BY4741_FKS1-HS2_single_ortho_caspofungin,output2caspofungin3,255253,238877,0,311,0,0,1905,14160,1.0,0.9358440449279735,0.0,0.001218399000207637,0.0,0.0,0.007463183586480864,0.055474372485338076
133,BY4741_FKS1-HS2_single_ortho_caspofungin,output3caspofungin1,291861,272350,0,339,0,0,2270,16902,1.0,0.9331496842675109,0.0,0.0011615118155560353,0.0,0.0,0.007777674989121534,0.05791112892781153
134,BY4741_FKS1-HS2_single_ortho_caspofungin,output3caspofungin2,207555,194168,0,260,0,0,1520,11607,1.0,0.9355014333550143,0.0,0.0012526800125268,0.0,0.0,0.007323360073233601,0.055922526559225263
135,BY4741_FKS1-HS2_single_ortho_caspofungin,output3caspofungin3,255253,238877,0,311,0,0,1905,14160,1.0,0.9358440449279735,0.0,0.001218399000207637,0.0,0.0,0.007463183586480864,0.055474372485338076
136,BY4741_FKS1-HS2_single_ortho_micafungin,input1,299563,281639,0,387,0,0,2040,15497,1.0,0.9401661753954927,0.0,0.0012918818412153703,0.0,0.0,0.006809919783150789,0.051732022980141075
137,BY4741_FKS1-HS2_single_ortho_micafungin,input2,240077,226059,0,363,3,0,1859,11793,1.0,0.9416103999966677,0.0,0.0015120148952211165,1.2495990869596004e-05,0.0,0.007743349008859658,0.04912174010838189
138,BY4741_FKS1-HS2_single_ortho_micafungin,input3,231838,218453,0,324,0,0,1659,11402,1.0,0.9422657200286407,0.0,0.0013975275839163553,0.0,0.0,0.007155858832460597,0.049180893554982355
139,BY4741_FKS1-HS2_single_ortho_micafungin,output1micafungin1,287478,270310,0,351,0,0,2043,14774,1.0,0.9402806475625961,0.0,0.0012209629954292155,0.0,0.0,0.007106630768267484,0.051391758673707204
140,BY4741_FKS1-HS2_single_ortho_micafungin,output1micafungin2,317965,297851,0,364,0,0,2406,17344,1.0,0.9367414652556099,0.0,0.0011447800858585065,0.0,0.0,0.007566870567515292,0.05454688409101631
141,BY4741_FKS1-HS2_single_ortho_micafungin,output1micafungin3,288033,270404,0,279,0,0,1895,15455,1.0,0.9387952074935858,0.0,0.0009686390101134245,0.0,0.0,0.006579107255071467,0.0536570462412293
142,BY4741_FKS1-HS2_single_ortho_micafungin,output2micafungin1,287478,270310,0,351,0,0,2043,14774,1.0,0.9402806475625961,0.0,0.0012209629954292155,0.0,0.0,0.007106630768267484,0.051391758673707204
143,BY4741_FKS1-HS2_single_ortho_micafungin,output2micafungin2,317965,297851,0,364,0,0,2406,17344,1.0,0.9367414652556099,0.0,0.0011447800858585065,0.0,0.0,0.007566870567515292,0.05454688409101631
144,BY4741_FKS1-HS2_single_ortho_micafungin,output2micafungin3,288033,270404,0,279,0,0,1895,15455,1.0,0.9387952074935858,0.0,0.0009686390101134245,0.0,0.0,0.006579107255071467,0.0536570462412293
145,BY4741_FKS1-HS2_single_ortho_micafungin,output3micafungin1,287478,270310,0,351,0,0,2043,14774,1.0,0.9402806475625961,0.0,0.0012209629954292155,0.0,0.0,0.007106630768267484,0.051391758673707204
146,BY4741_FKS1-HS2_single_ortho_micafungin,output3micafungin2,317965,297851,0,364,0,0,2406,17344,1.0,0.9367414652556099,0.0,0.0011447800858585065,0.0,0.0,0.007566870567515292,0.05454688409101631
147,BY4741_FKS1-HS2_single_ortho_micafungin,output3micafungin3,288033,270404,0,279,0,0,1895,15455,1.0,0.9387952074935858,0.0,0.0009686390101134245,0.0,0.0,0.006579107255071467,0.0536570462412293
148,BY4741_FKS1-HS2_single_ortho_none,input1,299563,281639,0,387,0,0,2040,15497,1.0,0.9401661753954927,0.0,0.0012918818412153703,0.0,0.0,0.006809919783150789,0.051732022980141075
149,BY4741_FKS1-HS2_single_ortho_none,input2,240077,226059,0,363,3,0,1859,11793,1.0,0.9416103999966677,0.0,0.0015120148952211165,1.2495990869596004e-05,0.0,0.007743349008859658,0.04912174010838189
150,BY4741_FKS1-HS2_single_ortho_none,input3,231838,218453,0,324,0,0,1659,11402,1.0,0.9422657200286407,0.0,0.0013975275839163553,0.0,0.0,0.007155858832460597,0.049180893554982355
151,BY4741_FKS1-HS2_single_ortho_none,output1none1,126561,118022,0,206,0,0,1039,7294,1.0,0.9325305583868648,0.0,0.0016276736119341662,0.0,0.0,0.008209480013590285,0.05763228798761072
152,BY4741_FKS1-HS2_single_ortho_none,output1none2,318952,298933,0,426,0,0,2354,17239,1.0,0.9372350698537711,0.0,0.0013356241691539793,0.0,0.0,0.007380420878376683,0.054048885098698235
153,BY4741_FKS1-HS2_single_ortho_none,output1none3,190357,175724,0,188,0,0,1437,13008,1.0,0.9231286477513304,0.0,0.0009876180019647294,0.0,0.0,0.007548973770336788,0.06833476047636809
154,BY4741_FKS1-HS2_single_ortho_none,output2none1,126561,118022,0,206,0,0,1039,7294,1.0,0.9325305583868648,0.0,0.0016276736119341662,0.0,0.0,0.008209480013590285,0.05763228798761072
155,BY4741_FKS1-HS2_single_ortho_none,output2none2,318952,298933,0,426,0,0,2354,17239,1.0,0.9372350698537711,0.0,0.0013356241691539793,0.0,0.0,0.007380420878376683,0.054048885098698235
156,BY4741_FKS1-HS2_single_ortho_none,output2none3,190357,175724,0,188,0,0,1437,13008,1.0,0.9231286477513304,0.0,0.0009876180019647294,0.0,0.0,0.007548973770336788,0.06833476047636809
157,BY4741_FKS1-HS2_single_ortho_none,output3none1,126561,118022,0,206,0,0,1039,7294,1.0,0.9325305583868648,0.0,0.0016276736119341662,0.0,0.0,0.008209480013590285,0.05763228798761072
158,BY4741_FKS1-HS2_single_ortho_none,output3none2,318952,298933,0,426,0,0,2354,17239,1.0,0.9372350698537711,0.0,0.0013356241691539793,0.0,0.0,0.007380420878376683,0.054048885098698235
159,BY4741_FKS1-HS2_single_ortho_none,output3none3,190357,175724,0,188,0,0,1437,13008,1.0,0.9231286477513304,0.0,0.0009876180019647294,0.0,0.0,0.007548973770336788,0.06833476047636809
160,BY4741_FKS2-HS1_double_none,input1,19124356,16312638,0,75215,3,0,348527,2387973,1.0,0.852977114628069,0.0,0.003932942892299223,1.568680273469078e-07,0.0,0.01822424765571191,0.12486553795589247
161,BY4741_FKS2-HS1_double_none,input2,18224396,10758977,0,205774,1,0,873212,6386432,1.0,0.5903612388580669,0.0,0.011291128660724887,5.4871503011677316e-08,0.0,0.04791445488783277,0.3504331227218724
162,BY4741_FKS2-HS1_double_none,input3,25905639,22068808,0,98600,1,0,469045,3269185,1.0,0.85189205330932,0.0,0.003806121130615616,3.860163418474256e-08,0.0,0.01810590350618257,0.1261958834522476
163,BY4741_FKS2-HS1_double_none,output1none1,15483783,13256422,0,53087,3,0,268218,1906053,1.0,0.8561487848286171,0.0,0.003428554895144165,1.9375110074844114e-07,0.0,0.017322510913515127,0.12309995561162282
164,BY4741_FKS2-HS1_double_none,output1none2,15787537,13550666,0,53642,0,1,268658,1914570,1.0,0.858314124616145,0.0,0.003397743422549065,0.0,6.334110254183411e-08,0.017017093926684067,0.12127097469351933
165,BY4741_FKS2-HS1_double_none,output1none3,14294974,12073026,0,52701,3,0,268267,1900977,1.0,0.8445643902535255,0.0,0.003686680367519381,2.098639703716845e-07,0.0,0.01876652591323356,0.13298219360175123
166,BY4741_FKS2-HS1_double_none,output2none1,15483783,13256422,0,53087,3,0,268218,1906053,1.0,0.8561487848286171,0.0,0.003428554895144165,1.9375110074844114e-07,0.0,0.017322510913515127,0.12309995561162282
167,BY4741_FKS2-HS1_double_none,output2none2,15787537,13550666,0,53642,0,1,268658,1914570,1.0,0.858314124616145,0.0,0.003397743422549065,0.0,6.334110254183411e-08,0.017017093926684067,0.12127097469351933
168,BY4741_FKS2-HS1_double_none,output2none3,14294974,12073026,0,52701,3,0,268267,1900977,1.0,0.8445643902535255,0.0,0.003686680367519381,2.098639703716845e-07,0.0,0.01876652591323356,0.13298219360175123
169,BY4741_FKS2-HS1_double_none,output3none1,15483783,13256422,0,53087,3,0,268218,1906053,1.0,0.8561487848286171,0.0,0.003428554895144165,1.9375110074844114e-07,0.0,0.017322510913515127,0.12309995561162282
170,BY4741_FKS2-HS1_double_none,output3none2,15787537,13550666,0,53642,0,1,268658,1914570,1.0,0.858314124616145,0.0,0.003397743422549065,0.0,6.334110254183411e-08,0.017017093926684067,0.12127097469351933
171,BY4741_FKS2-HS1_double_none,output3none3,14294974,12073026,0,52701,3,0,268267,1900977,1.0,0.8445643902535255,0.0,0.003686680367519381,2.098639703716845e-07,0.0,0.01876652591323356,0.13298219360175123
172,BY4741_FKS2-HS1_single_ortho_none,input1,220158,185740,0,892,0,0,4164,29362,1.0,0.8436668211012092,0.0,0.004051635643492401,0.0,0.0,0.01891368925953179,0.13336785399576667
173,BY4741_FKS2-HS1_single_ortho_none,input2,246417,211836,0,1025,0,0,4555,29001,1.0,0.8596647146909507,0.0,0.004159615610935934,0.0,0.0,0.018484925958842126,0.11769074373927124
174,BY4741_FKS2-HS1_single_ortho_none,input3,290485,245807,0,1167,0,0,5428,38083,1.0,0.846195156376405,0.0,0.004017419143845637,0.0,0.0,0.018685990670774737,0.13110143380897465
175,BY4741_FKS2-HS1_single_ortho_none,output1none1,177516,151114,0,642,0,0,3134,22626,1.0,0.8512697446990694,0.0,0.0036165754072872303,0.0,0.0,0.017654746614389687,0.1274589332792537
176,BY4741_FKS2-HS1_single_ortho_none,output1none2,302820,256491,0,1234,1,0,5550,39544,1.0,0.8470081236378046,0.0,0.004075028069480219,3.302291790502609e-06,0.0,0.018327719437289478,0.13058582656363515
177,BY4741_FKS2-HS1_single_ortho_none,output1none3,245966,202867,0,966,0,0,5117,37016,1.0,0.8247765951391656,0.0,0.003927372075815357,0.0,0.0,0.020803688314645113,0.15049234447037396
178,BY4741_FKS2-HS1_single_ortho_none,output2none1,177516,151114,0,642,0,0,3134,22626,1.0,0.8512697446990694,0.0,0.0036165754072872303,0.0,0.0,0.017654746614389687,0.1274589332792537
179,BY4741_FKS2-HS1_single_ortho_none,output2none2,302820,256491,0,1234,1,0,5550,39544,1.0,0.8470081236378046,0.0,0.004075028069480219,3.302291790502609e-06,0.0,0.018327719437289478,0.13058582656363515
180,BY4741_FKS2-HS1_single_ortho_none,output2none3,245966,202867,0,966,0,0,5117,37016,1.0,0.8247765951391656,0.0,0.003927372075815357,0.0,0.0,0.020803688314645113,0.15049234447037396
181,BY4741_FKS2-HS1_single_ortho_none,output3none1,177516,151114,0,642,0,0,3134,22626,1.0,0.8512697446990694,0.0,0.0036165754072872303,0.0,0.0,0.017654746614389687,0.1274589332792537
182,BY4741_FKS2-HS1_single_ortho_none,output3none2,302820,256491,0,1234,1,0,5550,39544,1.0,0.8470081236378046,0.0,0.004075028069480219,3.302291790502609e-06,0.0,0.018327719437289478,0.13058582656363515
183,BY4741_FKS2-HS1_single_ortho_none,output3none3,245966,202867,0,966,0,0,5117,37016,1.0,0.8247765951391656,0.0,0.003927372075815357,0.0,0.0,0.020803688314645113,0.15049234447037396
184,BY4741_FKS2-HS2_double_none,input1,20129989,19007881,0,31123,12,0,108945,982028,1.0,0.9442568994945799,0.0,0.0015461011926037316,5.961255120407666e-07,0.0,0.00541207449244011,0.04878432869486417
185,BY4741_FKS2-HS2_double_none,input2,13645032,12871502,0,17806,2,0,63298,692424,1.0,0.9433105030460903,0.0,0.0013049438066543193,1.4657349282874528e-07,0.0,0.004638904474536959,0.05074550209922556
186,BY4741_FKS2-HS2_double_none,input3,14014690,13225889,0,21171,5,0,73920,693705,1.0,0.9437161292900521,0.0,0.0015106292040708714,3.5676850504720405e-07,0.0,0.0052744655786178644,0.04949841915875414
187,BY4741_FKS2-HS2_double_none,output1none1,24998537,23391953,0,37881,3,0,129373,1439327,1.0,0.9357328790880842,0.0,0.00151532867703418,1.200070228109749e-07,0.0,0.0051752228540414185,0.057576449373817354
188,BY4741_FKS2-HS2_double_none,output1none2,14639508,13774303,0,17605,3,0,67845,779752,1.0,0.9408993116435334,0.0,0.0012025677365660103,2.0492491960795405e-07,0.0,0.004634377056933881,0.05326353863804713
189,BY4741_FKS2-HS2_double_none,output1none3,15027601,14167792,0,21110,8,1,77336,761354,1.0,0.9427846800031489,0.0,0.0014047485024389454,5.323537669119641e-07,6.654422086399552e-08,0.005146263864737958,0.05066370873168645
190,BY4741_FKS2-HS2_double_none,output2none1,24998537,23391953,0,37881,3,0,129373,1439327,1.0,0.9357328790880842,0.0,0.00151532867703418,1.200070228109749e-07,0.0,0.0051752228540414185,0.057576449373817354
191,BY4741_FKS2-HS2_double_none,output2none2,14639508,13774303,0,17605,3,0,67845,779752,1.0,0.9408993116435334,0.0,0.0012025677365660103,2.0492491960795405e-07,0.0,0.004634377056933881,0.05326353863804713
192,BY4741_FKS2-HS2_double_none,output2none3,15027601,14167792,0,21110,8,1,77336,761354,1.0,0.9427846800031489,0.0,0.0014047485024389454,5.323537669119641e-07,6.654422086399552e-08,0.005146263864737958,0.05066370873168645
193,BY4741_FKS2-HS2_double_none,output3none1,24998537,23391953,0,37881,3,0,129373,1439327,1.0,0.9357328790880842,0.0,0.00151532867703418,1.200070228109749e-07,0.0,0.0051752228540414185,0.057576449373817354
194,BY4741_FKS2-HS2_double_none,output3none2,14639508,13774303,0,17605,3,0,67845,779752,1.0,0.9408993116435334,0.0,0.0012025677365660103,2.0492491960795405e-07,0.0,0.004634377056933881,0.05326353863804713
195,BY4741_FKS2-HS2_double_none,output3none3,15027601,14167792,0,21110,8,1,77336,761354,1.0,0.9427846800031489,0.0,0.0014047485024389454,5.323537669119641e-07,6.654422086399552e-08,0.005146263864737958,0.05066370873168645
196,BY4741_FKS2-HS2_single_ortho_none,input1,332404,315256,0,416,1,0,1347,15384,1.0,0.9484121731387107,0.0,0.0012514891517550932,3.0083873840266666e-06,0.0,0.00405229780628392,0.04628103151586623
197,BY4741_FKS2-HS2_single_ortho_none,input2,257817,243577,0,353,0,0,1227,12660,1.0,0.944767024672539,0.0,0.001369188222654053,0.0,0.0,0.004759189657780519,0.04910459744702638
198,BY4741_FKS2-HS2_single_ortho_none,input3,230511,217395,0,322,0,0,1039,11755,1.0,0.9431003292684514,0.0,0.0013968964604726022,0.0,0.0,0.004507377088295136,0.050995397182780865
199,BY4741_FKS2-HS2_single_ortho_none,output1none1,142048,135061,0,183,0,0,550,6254,1.0,0.9508124014417662,0.0,0.0012882969137193061,0.0,0.0,0.003871930615003379,0.04402737102951115
200,BY4741_FKS2-HS2_single_ortho_none,output1none2,150295,142478,0,179,0,0,660,6978,1.0,0.9479889550550584,0.0,0.0011909910509331648,0.0,0.0,0.004391363651485412,0.04642869024252304
201,BY4741_FKS2-HS2_single_ortho_none,output1none3,162019,153926,0,178,0,0,614,7301,1.0,0.9500490683191477,0.0,0.0010986365796604102,0.0,0.0,0.003789678988266808,0.04506261611292503
202,BY4741_FKS2-HS2_single_ortho_none,output2none1,142048,135061,0,183,0,0,550,6254,1.0,0.9508124014417662,0.0,0.0012882969137193061,0.0,0.0,0.003871930615003379,0.04402737102951115
203,BY4741_FKS2-HS2_single_ortho_none,output2none2,150295,142478,0,179,0,0,660,6978,1.0,0.9479889550550584,0.0,0.0011909910509331648,0.0,0.0,0.004391363651485412,0.04642869024252304
204,BY4741_FKS2-HS2_single_ortho_none,output2none3,162019,153926,0,178,0,0,614,7301,1.0,0.9500490683191477,0.0,0.0010986365796604102,0.0,0.0,0.003789678988266808,0.04506261611292503
205,BY4741_FKS2-HS2_single_ortho_none,output3none1,142048,135061,0,183,0,0,550,6254,1.0,0.9508124014417662,0.0,0.0012882969137193061,0.0,0.0,0.003871930615003379,0.04402737102951115
206,BY4741_FKS2-HS2_single_ortho_none,output3none2,150295,142478,0,179,0,0,660,6978,1.0,0.9479889550550584,0.0,0.0011909910509331648,0.0,0.0,0.004391363651485412,0.04642869024252304
207,BY4741_FKS2-HS2_single_ortho_none,output3none3,162019,153926,0,178,0,0,614,7301,1.0,0.9500490683191477,0.0,0.0010986365796604102,0.0,0.0,0.003789678988266808,0.04506261611292503
208,R1158_FKS1-HS1_double_anidulafungin,input1,22196529,20614434,0,20515,0,0,205186,1356394,1.0,0.9287233152534795,0.0,0.0009242436058358494,0.0,0.0,0.009244057933562495,0.06110838320712216
209,R1158_FKS1-HS1_double_anidulafungin,input2,15761038,14570644,0,14658,0,0,145731,1030005,1.0,0.924472360259521,0.0,0.0009300148886133007,0.0,0.0,0.009246281875597279,0.06535134297626845
210,R1158_FKS1-HS1_double_anidulafungin,input3,24970746,23120017,0,24701,0,0,240968,1585060,1.0,0.9258841125531452,0.0,0.000989197519369265,0.0,0.0,0.009650012058109917,0.06347667786937562
211,R1158_FKS1-HS1_double_anidulafungin,output1anidulafungin1,21699704,19777807,0,24436,0,0,237685,1659776,1.0,0.911432109857351,0.0,0.0011260983099124302,0.0,0.0,0.010953375216546733,0.07648841661618978
212,R1158_FKS1-HS1_double_anidulafungin,output1anidulafungin2,20591160,18931264,0,20117,0,0,197215,1442564,1.0,0.9193879315201281,0.0,0.000976972642629167,0.0,0.0,0.009577653711592742,0.07005744212565003
213,R1158_FKS1-HS1_double_anidulafungin,output1anidulafungin3,21325727,19852443,0,18498,0,0,183803,1270983,1.0,0.9309151805235057,0.0,0.0008674030198360882,0.0,0.0,0.008618838644984998,0.059598577811673194
214,R1158_FKS1-HS1_double_anidulafungin,output2anidulafungin1,21699704,19777807,0,24436,0,0,237685,1659776,1.0,0.911432109857351,0.0,0.0011260983099124302,0.0,0.0,0.010953375216546733,0.07648841661618978
215,R1158_FKS1-HS1_double_anidulafungin,output2anidulafungin2,20591160,18931264,0,20117,0,0,197215,1442564,1.0,0.9193879315201281,0.0,0.000976972642629167,0.0,0.0,0.009577653711592742,0.07005744212565003
216,R1158_FKS1-HS1_double_anidulafungin,output2anidulafungin3,21325727,19852443,0,18498,0,0,183803,1270983,1.0,0.9309151805235057,0.0,0.0008674030198360882,0.0,0.0,0.008618838644984998,0.059598577811673194
217,R1158_FKS1-HS1_double_anidulafungin,output3anidulafungin1,21699704,19777807,0,24436,0,0,237685,1659776,1.0,0.911432109857351,0.0,0.0011260983099124302,0.0,0.0,0.010953375216546733,0.07648841661618978
218,R1158_FKS1-HS1_double_anidulafungin,output3anidulafungin2,20591160,18931264,0,20117,0,0,197215,1442564,1.0,0.9193879315201281,0.0,0.000976972642629167,0.0,0.0,0.009577653711592742,0.07005744212565003
219,R1158_FKS1-HS1_double_anidulafungin,output3anidulafungin3,21325727,19852443,0,18498,0,0,183803,1270983,1.0,0.9309151805235057,0.0,0.0008674030198360882,0.0,0.0,0.008618838644984998,0.059598577811673194
220,R1158_FKS1-HS1_double_caspofungin,input1,22196529,20614434,0,20515,0,0,205186,1356394,1.0,0.9287233152534795,0.0,0.0009242436058358494,0.0,0.0,0.009244057933562495,0.06110838320712216
221,R1158_FKS1-HS1_double_caspofungin,input2,15761038,14570644,0,14658,0,0,145731,1030005,1.0,0.924472360259521,0.0,0.0009300148886133007,0.0,0.0,0.009246281875597279,0.06535134297626845
222,R1158_FKS1-HS1_double_caspofungin,input3,24970746,23120017,0,24701,0,0,240968,1585060,1.0,0.9258841125531452,0.0,0.000989197519369265,0.0,0.0,0.009650012058109917,0.06347667786937562
223,R1158_FKS1-HS1_double_caspofungin,output1caspofungin1,20268484,18683771,0,22961,1,0,213637,1348114,1.0,0.9218139353688218,0.0,0.001132842495768307,4.9337681101359135e-08,0.0,0.01054035417745106,0.06651281862027766
224,R1158_FKS1-HS1_double_caspofungin,output1caspofungin2,21288143,11580134,0,273758,2,0,1113285,8320964,1.0,0.5439710734750326,0.0,0.01285964679962926,9.394901189831353e-08,0.0,0.05229601285560699,0.39087317292071927
225,R1158_FKS1-HS1_double_caspofungin,output1caspofungin3,25719450,23574429,0,26881,0,0,271932,1846208,1.0,0.9165992663140152,0.0,0.0010451623187898653,0.0,0.0,0.010573009920507631,0.07178256144668724
226,R1158_FKS1-HS1_double_caspofungin,output2caspofungin1,20268484,18683771,0,22961,1,0,213637,1348114,1.0,0.9218139353688218,0.0,0.001132842495768307,4.9337681101359135e-08,0.0,0.01054035417745106,0.06651281862027766
227,R1158_FKS1-HS1_double_caspofungin,output2caspofungin2,21288143,11580134,0,273758,2,0,1113285,8320964,1.0,0.5439710734750326,0.0,0.01285964679962926,9.394901189831353e-08,0.0,0.05229601285560699,0.39087317292071927
228,R1158_FKS1-HS1_double_caspofungin,output2caspofungin3,25719450,23574429,0,26881,0,0,271932,1846208,1.0,0.9165992663140152,0.0,0.0010451623187898653,0.0,0.0,0.010573009920507631,0.07178256144668724
229,R1158_FKS1-HS1_double_caspofungin,output3caspofungin1,20268484,18683771,0,22961,1,0,213637,1348114,1.0,0.9218139353688218,0.0,0.001132842495768307,4.9337681101359135e-08,0.0,0.01054035417745106,0.06651281862027766
230,R1158_FKS1-HS1_double_caspofungin,output3caspofungin2,21288143,11580134,0,273758,2,0,1113285,8320964,1.0,0.5439710734750326,0.0,0.01285964679962926,9.394901189831353e-08,0.0,0.05229601285560699,0.39087317292071927
231,R1158_FKS1-HS1_double_caspofungin,output3caspofungin3,25719450,23574429,0,26881,0,0,271932,1846208,1.0,0.9165992663140152,0.0,0.0010451623187898653,0.0,0.0,0.010573009920507631,0.07178256144668724
232,R1158_FKS1-HS1_double_dox,input1,22196529,20614434,0,20515,0,0,205186,1356394,1.0,0.9287233152534795,0.0,0.0009242436058358494,0.0,0.0,0.009244057933562495,0.06110838320712216
233,R1158_FKS1-HS1_double_dox,input2,15761038,14570644,0,14658,0,0,145731,1030005,1.0,0.924472360259521,0.0,0.0009300148886133007,0.0,0.0,0.009246281875597279,0.06535134297626845
234,R1158_FKS1-HS1_double_dox,input3,24970746,23120017,0,24701,0,0,240968,1585060,1.0,0.9258841125531452,0.0,0.000989197519369265,0.0,0.0,0.009650012058109917,0.06347667786937562
235,R1158_FKS1-HS1_double_dox,output1dox1,15820670,14680813,0,14513,0,0,145447,979897,1.0,0.9279514078733707,0.0,0.0009173442085575389,0.0,0.0,0.009193479163651097,0.06193776875442064
236,R1158_FKS1-HS1_double_dox,output1dox2,16777659,15343641,0,16268,0,0,166690,1251060,1.0,0.9145281233812178,0.0,0.0009696227584551576,0.0,0.0,0.009935235899120372,0.07456701796120663
237,R1158_FKS1-HS1_double_dox,output1dox3,18497269,17004349,0,16204,0,0,167845,1308871,1.0,0.919289707037293,0.0,0.0008760212115637179,0.0,0.0,0.009074042227530993,0.07076022952361238
238,R1158_FKS1-HS1_double_dox,output2dox1,15820670,14680813,0,14513,0,0,145447,979897,1.0,0.9279514078733707,0.0,0.0009173442085575389,0.0,0.0,0.009193479163651097,0.06193776875442064
239,R1158_FKS1-HS1_double_dox,output2dox2,16777659,15343641,0,16268,0,0,166690,1251060,1.0,0.9145281233812178,0.0,0.0009696227584551576,0.0,0.0,0.009935235899120372,0.07456701796120663
240,R1158_FKS1-HS1_double_dox,output2dox3,18497269,17004349,0,16204,0,0,167845,1308871,1.0,0.919289707037293,0.0,0.0008760212115637179,0.0,0.0,0.009074042227530993,0.07076022952361238
241,R1158_FKS1-HS1_double_dox,output3dox1,15820670,14680813,0,14513,0,0,145447,979897,1.0,0.9279514078733707,0.0,0.0009173442085575389,0.0,0.0,0.009193479163651097,0.06193776875442064
242,R1158_FKS1-HS1_double_dox,output3dox2,16777659,15343641,0,16268,0,0,166690,1251060,1.0,0.9145281233812178,0.0,0.0009696227584551576,0.0,0.0,0.009935235899120372,0.07456701796120663
243,R1158_FKS1-HS1_double_dox,output3dox3,18497269,17004349,0,16204,0,0,167845,1308871,1.0,0.919289707037293,0.0,0.0008760212115637179,0.0,0.0,0.009074042227530993,0.07076022952361238
244,R1158_FKS1-HS1_double_micafungin,input1,22196529,20614434,0,20515,0,0,205186,1356394,1.0,0.9287233152534795,0.0,0.0009242436058358494,0.0,0.0,0.009244057933562495,0.06110838320712216
245,R1158_FKS1-HS1_double_micafungin,input2,15761038,14570644,0,14658,0,0,145731,1030005,1.0,0.924472360259521,0.0,0.0009300148886133007,0.0,0.0,0.009246281875597279,0.06535134297626845
246,R1158_FKS1-HS1_double_micafungin,input3,24970746,23120017,0,24701,0,0,240968,1585060,1.0,0.9258841125531452,0.0,0.000989197519369265,0.0,0.0,0.009650012058109917,0.06347667786937562
247,R1158_FKS1-HS1_double_micafungin,output1micafungin1,17683568,16178502,0,19110,2,0,185606,1300348,1.0,0.9148890088244634,0.0,0.0010806642641349301,1.1309934737152592e-07,0.0,0.010495958734119721,0.0735342550779345
248,R1158_FKS1-HS1_double_micafungin,output1micafungin2,20839268,19112268,0,20231,1,0,202786,1503982,1.0,0.9171276073612566,0.0,0.0009708114507668888,4.7986330421970675e-08,0.0,0.009730956000949746,0.0721705772006963
249,R1158_FKS1-HS1_double_micafungin,output1micafungin3,21051121,19461895,0,22019,1,0,212996,1354210,1.0,0.924506348141745,0.0,0.0010459775515042644,4.750340848831756e-08,0.0,0.010118035994377687,0.06432959080896453
250,R1158_FKS1-HS1_double_micafungin,output2micafungin1,17683568,16178502,0,19110,2,0,185606,1300348,1.0,0.9148890088244634,0.0,0.0010806642641349301,1.1309934737152592e-07,0.0,0.010495958734119721,0.0735342550779345
